song_id	song_name	display_artist	artist_id	spotify_id
19574	No More Games	Skin Deep Featuring Li'l Kim Of Junior M.A.F.I.A.	279532	null
19581	The World Is A Ghetto	Geto Boys Featuring Flaj	302795	1owB7QSlnRIx77JPMLb2Ha
19588	Theme From Mission: Impossible (From "Mission: Impossible")	Adam Clayton & Larry Mullen	7085513	null
19589	Touch Me Tease Me (From "The Nutty Professor")	Case Featuring Foxxy Brown	298771	6iX9C7Cqgn0St5a6L25udL
19601	Only You	112 Featuring The Notorious B.I.G.	431840	13r5JSQ9i1ID0ZqMSDbi4s
19606	You're Makin' Me High/Let It Flow	Toni Braxton	430180	null
19608	Why I Love You So Much/Ain't Nobody	Monica	311759	null
19612	How Do U Want It/California Love	2Pac Featuring KC And JoJo	431886	null
19619	You Said	Mona Lisa	311686	null
19623	I Like (From "The Nutty Professor")	Montell Jordan Featuring Slick Rick	311778	0iFXJaCMhCgCZ6mrrER2Wa
19627	That Girl	Maxi Priest Featuring Shaggy	310182	24s6yppvGO5he6wRwCaGrr
19628	Redneck Games	Jeff Foxworthy With Alan Jackson	null	4CH3TFP12EMPVwOkWUqMAl
19659	Po Pimp	Do Or Die (Featuring Twista)	null	null
19665	Things We Do For Love	Horace Brown	303600	2fzKLDa3YlAJ1Qkkxm5ZqH
19671	Wu-Wear: The Garment Renaissance (From "High School High")	RZA Feat. Method Man & Cappadonna	null	null
19675	Missing You (From "Set It Off")	Brandy, Tamia, Gladys Knight & Chaka Khan	null	0BP2RFjKRSmNtkJW3f1nhR
19677	Gettin' It	Too Short Feat. Parliament Funkadelic	430262	null
19679	With You	Somethin' For The People	279773	2teBuhBKQaT63Bn6J4dpuu
19700	What's Love Got To Do With It (From "Supercop")	Warren G Featuring Adina Howard	277837	7DjHbZFUdDtuklH6nfXoaL
19704	Walls (From "She's The One")	Tom Petty And The Heartbreakers	430103	null
19708	Nobody	Keith Sweat Featuring Athena Cage	305658	4SF1747p541umnykBp352Q
19712	One And One	Robert Miles Featuring Maria Nayler	366045	5QkXjRlxeYGFBqpMuaO9xq
19717	No Diggity	BLACKstreet (Featuring Dr. Dre)	289417	4nzlfXP1sZDumb0m5EOE3s
19721	I Luv U Baby	The Original	418766	2nkVhQO0ulFsGsGa1khw2y
19723	Get Ready, Here It Comes (It's The Choo-Choo)	Southsyde B.O.I.Z.	null	null
19725	This Is For The Lover In You	Babyface Feat. LL Cool J, Howard Hewett, Jody Watley & Jef	275619	1blZP5x1XQSqQFpTy12rFh
19732	Just The Way (Playas Play)	Alfonzo Hunter	278542	null
19740	No Time	Lil' Kim Featuring Puff Daddy	307304	5Pe9H08rkbraYpP3dllcfe
19753	When You're Gone/Free To Decide	The Cranberries	396639	7kNRgWI7auu3tlJQgMevlB
19765	I Like It	The Blackout Allstars	385428	36m3hYCp3azszZGE7mtEy8
19770	It's Your Body	Johnny Gill Featuring Roger Troutman	305066	4etbbQPgIJhzv3eb7yHfPM
19781	That's How It Is (It's Like That)	Redman Featuring K-Solo	null	null
19787	You re Makin  Me High/Let It Flow	Toni Braxton	430180	null
19788	When You re Gone/Free To Decide	The Cranberries	396639	7kNRgWI7auu3tlJQgMevlB
19792	It s Your Body	Johnny Gill Featuring Roger Troutman	305066	4etbbQPgIJhzv3eb7yHfPM
19794	Ain t Nobody (From "Beavis And Butt-Head Do America")	LL Cool J	276751	null
19798	What s Love Got To Do With It (From "Supercop")	Warren G Featuring Adina Howard	277837	7DjHbZFUdDtuklH6nfXoaL
19805	You Don t Have To Love Me	Monifah	311762	null
19807	That s How It Is (It s Like That)	Redman Featuring K-Solo	null	null
19811	It s All About U	SWV	277393	3Lrc2QUw1JbF7aoww1WTVq
19816	On	Erykah Badu	301014	5dd8tOJwLqEvasVqvvrJzV
19819	Stand Up	Love Tribe	308354	null
19823	Things ll Never Change/Rapper s Ball	E-40 Featuring Bo-Rock	276018	null
19826	Runnin	2Pac, Notorious B.I.G., Radio, Dramacydal	431886	null
19827	My Baby Mama	QT	null	null
19830	I Always Feel Like (Somebody s Watching Me)	Tru Featuring Ice Cream Man (Master P)	430502	null
19833	Passion	K5	276646	03L32Cqbq5lKcTg6CCdV64
19836	I ll Be	Foxy Brown Featuring Jay-Z	1496750	6Ag4SYLUGFdnJrCwUIb4mT
19837	It s In Your Eyes	Phil Collins	332348	61grQ9cR7A0M42fXe7mjKB
19838	Take Your Time	Tre	6601133	null
19839	The Theme (It s Party Time)	Tracey Lee	430328	null
19844	Hard To Say I m Sorry	Az Yet Featuring Peter Cetera	280389	2OWzR8QoH7KaLtiN65v32x
19855	Hard To Say I'm Sorry	Az Yet Featuring Peter Cetera	280389	2OWzR8QoH7KaLtiN65v32x
19858	Things'll Never Change/Rapper's Ball	E-40 Featuring Bo-Rock	276018	null
19865	I Always Feel Like (Somebody's Watching Me)	Tru Featuring Ice Cream Man (Master P)	430502	null
19869	Do G's Get To Go To Heaven?	Richie Rich	365011	3poe663PviYQ1w9VybzNGj
19875	Runnin'	2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch	431886	null
19877	I'll Be	Foxy Brown Featuring Jay-Z	1496750	6Ag4SYLUGFdnJrCwUIb4mT
19890	Weekend Thang	Alfonzo Hunter	278542	69tB9bR5h5Y6KhsAmV9cLQ
19891	Ghetto Love	Da Brat Featuring T-Boz	300055	5iJkSPVhITJvlYW3U3BxtS
19901	I Don't Want To/I Love Me Some Him	Toni Braxton	430180	null
19902	Sho Nuff	Tela Featuring Eightball & MJG	373301	7JY6NI9AKY0D1Xp5FoRRb8
19904	Bill	Peggy Scott-Adams	328476	0dVQeXMrjnNUqQOTQscgKe
19910	That's Right	DJ Taz Featuring Raheem The Dream	300019	1Inq5p7LPUNq1W40hvTD7h
19913	Come On	Billy Lawrence Featuring MC Lyte	284423	7hXve4IglvcuZZPqixf64w
19917	Just The Way You Like It	Tasha Holiday	281621	null
19918	Don't Keep Wasting My Time	Teddy Pendergrass	305450	null
19923	Stop The Gunfight	Trapp Featuring 2pac, Notorious B.I.G.	430376	null
19932	ESPN Presents The Jock Jam	Various Artists	277740	null
19933	Call Me (From "Booty Call")	Too Short & Lil' Kim	null	null
19935	It's Your Love	Tim McGraw With Faith Hill	null	0C2Uaka1VGbfAiuiTXpplO
19938	If I Could Change (From "I'm Bout It")	Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell	309928	1Q0l9VIAXlt7fJiL3OQxmv
19944	If U Stay Ready	Suga Free	280928	6FQBvoFUXXQwAayVk2DCWd
19948	No One But You (From "Baps")	Veronica (Featuring Craig Mack)	null	null
19952	Who You Wit (From "Sprung")	Jay-Z	304305	3DG2hUPMLKcFptV1Gv32oI
19954	I'll Be Missing You	Puff Daddy & Faith Evans Featuring 112	355143	3QHONiXGMGU3z68mQInncF
19958	Butterfly Kisses	Raybon Bros.	null	null
19960	Da' Dip	MC Luscious Featuring Kinsui	276853	null
19964	Smile	Scarface Featuring 2Pac & Johnny P	278349	2wxO3ZydJTZRi4Bbc02q7i
19965	Smokin' Me Out	Warren G Featuring Ronald Isley	277837	6e9eFZMPvMfrtraCV6uCis
19968	Get Your Groove On (From "Baps")	Gyrl	303287	4cUjLo7xQ0chvIzkmmEgyw
19972	It s Your Love	Tim McGraw With Faith Hill	null	null
19976	I Don t Want To/I Love Me Some Him	Toni Braxton	430180	null
19978	Smokin  Me Out	Warren G Featuring Ronald Isley	277837	6e9eFZMPvMfrtraCV6uCis
19980	That s Right	DJ Taz Featuring Raheem The Dream	300019	1Inq5p7LPUNq1W40hvTD7h
19981	Hip Hop Drunkies	Tha Alkaholiks Featuring Ol  Dirty Bastard	377255	null
19982	If I Could Change (From "I m Bout It")	Master P Featuring Steady Mobb n, Mia X, Mo B. Dick	309928	1Q0l9VIAXlt7fJiL3OQxmv
19985	Da  Dip	MC Luscious Featuring Kinsui	276853	null
19986	Can t Let Go	Laurnea	306679	3ZKC7wy557vXWE2EEa4hi5
19992	C U When U Get There (From "Nothing To Lose")	Coolio Featuring 40 Thevz	299639	5HUOEQrW3ChMxPU7HfzKIv
19997	What s Stopping You	The O Jays	418744	1gDOy8j5gPr8kpQwtXZGSm
19998	Summertime Summertime	Corina	1487643	null
20002	Not Tonight	Lil  Kim Feat. Da Brat, Left Eye, Missy Elliott	307304	null
20008	Take It To The Streets	Rampage Featuring Billy Lawrence	359720	65ixMuOsB8YCPwnODWJvKa
20012	Up Jumps Da Boogie	Magoo And Timbaland	null	null
20014	Mo Money Mo Problems	The Notorious B.I.G. (Feat. Puff Daddy	null	null
20015	Someone	SWV (Featuring Puff Daddy)	null	7fCLfDo3os5Q7UDPQV5fMZ
20021	[Freak] And U Know It	Adina Howard	278055	null
20022	Fix	BLACKstreet With Special Guests Ol' Dirty Bastard	289417	null
20023	Can t Get You Out Of My Mind	Lil Suzy	307261	6qKtaIUS6fNfkpNpHylBvz
20025	Down For Yours	Nastyboy Klick Featuring Roger Troutman	277000	306s4Ue5guK5kxgKLJbz0v
20028	Mo Money Mo Problems	The Notorious B.I.G. Featuring Puff Daddy & Mase	418733	2XncSBceg7BwEpbWVI6FLi
20037	Far From Yours	O.C. Featuring Yvette Michele	277032	null
20040	Relax & Party	Ivory	null	3dIpnxu4N6WOhIxxt2JFOs
20045	Have A Little Mercy	4	431947	null
20049	All Cried Out	Allure Featuring 112	278698	1DViQw0p1vo0eAMRlUF4Lr
20058	Piece Of My Heart	Shaggy (Featuring Marsha)	null	null
20064	Need Your Love	Big Bub Featuring Queen Latifah & Heavy D	281632	251h5GZGnBlFpwg1USb9Aw
20074	Men Of Steel (From "Steel")	Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One	null	null
20078	Avenues	Refugee Camp All Stars Featuring Pras (With Ky-mani)	364810	null
20079	The Way That You Talk	Jagged Edge Featuring Da Brat & JD	null	7w1cDpTllrHTwckLaMSGw9
20082	Don't Go	Le Click Featuring Kayo	306736	null
20083	Off The Books	The Beatnuts Featuring Big Punisher & Cuban Link	383678	3pEp3NonDBPgWJvPoQGdrZ
20084	Love Is Alive	3rd Party	431935	null
20091	Candle In The Wind 1997/Something About The Way You Look Tonight	Elton John	301679	1j0Nyzf2MFBcZcC8GPmynK
20101	Sock It 2 Me	Missy "Misdemeanor" Elliott Featuring Da Brat	null	null
20104	You're The Inspiration	Peter Cetera Featuring Az Yet	328940	5iVyfEtCJEoFUH7xpbIjv9
20107	Sunshine	Jay-Z Featuring Babyface And Foxy Brown	304305	1EkteNRr1GNnrjRZ5zRXWy
20108	Pushin' Inside You (From "How Bout It")	Sons Of Funk	279860	4GLFF4jMBQ9uG6NJJUaTnu
20122	All Of My Days	Changing Faces (Featuring Jay-Z)	null	null
20138	Been Around The World	Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)	null	1siDRjAa8MdxNoCHTiiQ7B
20153	Just Clownin'	WC From Westside Connection	null	null
20155	Tuck Me In	Kimberly Scott	305898	6GaafBUOjkIsVBZYlpMrcX
20160	Up & Down	Billy Lawrence	284423	null
20177	Young, Sad And Blue	Lysette	null	null
20182	What You Want	Mase Featuring Total	309877	2nqVVwUI2MJ7MaphpCF1P3
20186	The City Is Mine	Jay-Z  Featuring BLACKstreet	null	6xj5XONwbafSu42ycQof5x
20187	Tubthumping	Chucklebutt	299315	3S9BNY9vvtVLhN3Va1q70B
20189	Jealousy	Kim Sanders	305884	null
20191	Much Better	Club 69 Featuring Suzanne Palmer	299456	null
20193	Love You Down	INOJ/LATHUN	null	null
20196	Am I Dreaming	Ol Skool [Featuring Keith Sweat & Xscape]	null	null
20206	Romeo And Juliet	Sylk-E. Fyne Featuring Chill	281325	null
20212	Nothin' Move But The Money	Mic Geronimo Featuring DMX & Black Rob	310696	5Q6RB8C28hLmXMC9tJPoCs
20224	The Party Continues	JD Featuring Da Brat	null	null
20226	Let's Ride	Montell Jordan Feat. Master P & Silkk The Shocker	311778	null
20231	It's All About Me	Mya & Sisqo	311986	null
20235	Do For Love	2Pac Featuring Eric Williams	431886	4AE7Lj39VnSZNOmGH2iZaq
20236	Victory	Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh	355143	null
20237	Just Be Straight With Me	Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo	279318	1mWtjJDzlNziPw3hzbXFD5
20246	Raise The Roof	Luke Featuring No Good But So Good	1496787	3Pe5Rih4ypdLUPH7uifNnI
20249	Still Po' Pimpin'	Do Or Die Featuring Johnny P & Twista	301047	4MP7Ql7f0sbqzrnOFkkWwR
20250	Gotta Be...Movin' On Up	PRINCE BE & KY-MANI	351039	null
20257	The Party Continues	JD Featuring Da Brat	6840532	null
20259	Love You Down	INOJ/LATHUN	6890694	null
20260	Been Around The World	Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)	355143	1siDRjAa8MdxNoCHTiiQ7B
20261	I Got The Hook Up!	Master P Featuring Sons Of Funk	309928	51lBC5ABJMVg7UClbowjki
20262	The City Is Mine	Jay-Z  Featuring BLACKstreet	304305	6xj5XONwbafSu42ycQof5x
20263	Just Clownin'	WC From Westside Connection	431289	null
20264	Gotta Be...Movin' On Up	PRINCE BE & KY-MANI	351244	null
20268	Let s Ride	Montell Jordan Feat. Master P	311778	null
20278	It s All About Me	Mya	311986	null
20280	Money, Power	The Lox [Featuring DMX	null	2cXWKSIbNwqxz1TEKdOupS
20287	It s Up To You	The Tuesdays	419323	2GiDrPB8WOj32sZeEmY249
20288	I Know Where It s At	All Saints	278649	1OblPPX1mXJkoCbsr9kZnj
20289	Still Po  Pimpin	Do Or Die Featuring Johnny P	301047	4MP7Ql7f0sbqzrnOFkkWwR
20292	It s Your Love	She Moves	279018	null
20296	Gotta Be...Movin  On Up	PRINCE BE	351244	null
20297	Moan	Mark Morrison	309555	6hxK603i8PoKCsGwnvLOeD
20298	Come Over To My Place	Davina	300520	null
20300	Just Clownin	WC From Westside Connection	null	null
20310	Ding-A-Ling	Hi-Town DJs	303493	null
20313	Sweet Honesty	M:G	276844	null
20318	That s Why I m Here	Kenny Chesney	305717	3W3ZHm27GvXUzUD7R5vmB8
20330	Ninety Nine [Flash The Message]	John Forte	304940	1shRBEykFXAQFgnAF02nZ7
20331	Hooked On A Feeling (Ooga-Chaka)	Baby Talk	275611	null
20333	One Heart At A Time	Various Artists	277740	null
20334	Whatcha Gone Do?	Link	307436	null
20339	Still Not A Player	Big Punisher Featuring Joe	281677	7eh1yR9kDcabzha7Kajyq7
20342	Whatuon	LaTanya Featuring Twista	306565	null
20347	Freak Out	Nutta Butta Featuring Teddy Riley And Anonymous	312484	null
20350	Make It Hot	Nicole Featuring Missy "Misdemeanor" Elliott	1496890	74nsOZqzZzyvFVvBy12I7Y
20351	Ghetto Supastar (That Is What You Are)	Pras Michel Feat. Ol  Dirty Bastard	348482	31bf9SEOppLU6lQ85d8om6
20360	Money Ain t A Thang	JD Featuring Jay-Z	276582	null
20362	How Do I Say I m Sorry	Tami Davis	281471	null
20364	Nobody Does It Better	Nate Dogg Featuring Warren G	312034	5uxz0LMOJ6u1cUaUgnL4XY
20366	Love The Way	EOL	null	null
20373	Horse	Cam Ron Featuring Mase	null	5pi1mlfcIiGmgzQOjkvfV4
20378	Lookin  At Me	Mase Featuring Puff Daddy	309877	2dieHErJLwG7fOzD8WAtFO
20382	What I Didn t Know	Athenaeum	280153	null
20386	Love For Free	Rell (Featuring Jay-Z)	null	null
20393	Cheated (To All The Girls)	Wyclef Jean Featuring Queen Pen	431541	3i6qzaGcX9LcQdduLEqXg7
20394	It s Alright	Memphis Bleek (	310499	null
20395	Movin  On	Mya Featuring Silkk The Shocker	311986	null
20397	Delicious	Pure Sugar	356358	null
20400	Lookin' At Me	Mase Featuring Puff Daddy	309877	2dieHErJLwG7fOzD8WAtFO
20409	Goodbye To My Homies	Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick	309928	6tvyV4j2sAoetLwByIWiK1
20410	Money Ain't A Thang	JD Featuring Jay-Z	276582	null
20412	Paper	Queen Latifah Featuring Apache	277243	1wFiq9y3RdqJnBeeg3C4XQ
20414	Movin' On	Mya Featuring Silkk The Shocker	311986	0Z7cJizY93V2SGCpNKYV2j
20415	How Do I Say I'm Sorry	Tami Davis	281471	null
20423	I Wasn t With It	Jesse Powell	304537	44QuZzg32iEcKSNlijFyP8
20430	I Should Cheat On You	J Son	276527	null
20443	'98 Thug Paradise	Tragedy, Capone, Infinite	null	null
20446	How's It Goin' Down	DMX Featuring Faith Evans	300046	343xt5q01Q73Yw6uL0jGVD
20447	Invasion Of The Flat Booty B*****s	Too Short	430262	null
20456	I Ain't Havin' That	Heltah Skeltah Featuring Starang Wondah Of O.G.C. & Doc Holiday	303432	3LnEuINmOiF70JqAcV2bcS
20458	How Deep Is Your Love	Dru Hill Featuring Redman	301337	60NvAO9lx0KmBNAVHIlWN6
20464	How s It Goin  Down	DMX Featuring Faith Evans	300046	343xt5q01Q73Yw6uL0jGVD
20468	98 Thug Paradise	Tragedy, Capone, Infinite	null	null
20469	Deadly Zone	Bounty Killer Featuring Mobb Deep	297012	3YC0Qlh3vDVkMhvU1Ajat1
20470	I Ain t Havin  That	Heltah Skeltah Featuring Starang Wondah Of O.G.C.	303432	null
20474	Better Days	WC Featuring Jon B.	277770	3JUGuBmDxQKr6tN5zjurGi
20478	Come And Get With Me	Keith Sweat Featuring Snoop Dogg	305658	1KQsKh9ecjGvF0uEIuwe0a
20479	Love Me	112 Featuring Mase	431840	null
20482	Pushin  Weight	Ice Cube Featuring Mr. Short Khop	276477	4tzStSrQFCWoNU82ozFBhs
20483	Whatcha Wanna Do?	Mia X Featuring Charlie Wilson	310683	39v562NvNkB2pNkFISUc34
20487	The Street Mix	Mag 7	null	null
20488	Trippin	Total Featuring Missy Elliott	430293	5QfobfsCZuyPnCzXHKGs9r
20490	Money s Just A Touch Away	Mack 10 Featuring Gerald Levert	276912	7aSxhMIWO0oeGbAqb9vve1
20493	If I Can t Have You	L.F.O. (Lyte Funky Ones) (Featuring Kayo)	null	null
20496	Trippin'	Total Featuring Missy Elliott	430293	5QfobfsCZuyPnCzXHKGs9r
20497	Pushin' Weight	Ice Cube Featuring Mr. Short Khop	276477	4tzStSrQFCWoNU82ozFBhs
20499	Money's Just A Touch Away	Mack 10 Featuring Gerald Levert	276912	7aSxhMIWO0oeGbAqb9vve1
20507	If I Can't Have You	L.F.O. (Lyte Funky Ones) (Featuring Kayo)	null	null
20509	Ghetto Cowboy	Mo Thugs Family Featuring Bone Thugs-N-Harmony	311583	4pWZJLiBjcVf60chJssSxt
20510	It s The Things You Do	Five	302182	4lWCP7IA9dQJGbOdKbVx61
20512	Strawberry	Nicole Renee	312282	47CWjx4mP2qZEGVRkpactB
20520	I m Your Angel	R. Kelly	277270	null
20533	I ll Never Break Your Heart	Backstreet Boys	275645	4lq4yY0y3XqDQZsx03ITaH
20539	We Really Shouldn t Be Doing This	George Strait	302752	null
20547	Tearin  Up My Heart	N Sync	null	6JvTQWuYRmUkcFtIijDnxS
20559	Home Alone	R. Kelly Featuring Keith Murray	277270	4UDQEazTqhCICqssWtMZEO
20567	Lean On Me	Kirk Franklin Feat. Mary J. Blige, Bono, R. Kelly, Crystal Lewis	305956	null
20575	Hold Me	Brian McKnight Featuring Tone	297206	5yT3QbItSK6HPKHnA0rWlA
20577	Here We Come	Timbaland Featuring Missy "Misdemeanor" Elliott	429956	null
20586	What It s Like	Everlast	301962	1WgfNvPhqJQHfu2ewqnkl3
20592	Heartbreak Hotel	Whitney Houston Feat. Faith Evans	431329	null
20612	Woof	Snoop Dogg Featuring Mystikal And Fiend	null	41bUQJK7jG3z0xn1nkXwsB
20617	All Night Long	Faith Evans Featuring Puff Daddy	276159	0Rv1ICkeAao0Yx85xpJ29k
20622	You Got Me	The Roots Featuring Erykah Badu	419012	4pdLZsxq0y5oJDb6Cxlokw
20623	I Can t Get Over You	Brooks	null	1dRKK30xdrr7oQD8GxCavL
20628	What s So Different	Ginuwine	302859	7jgZiwNyTH08evb3bDLfIy
20640	It Ain't My Fault 1	Silkk The Shocker Featuring Mystikal	279318	null
20648	What s It Gonna Be?!	Busta Rhymes Featuring Janet	298558	null
20649	Girlfriend/Boyfriend	BLACKstreet With Janet	289417	null
20655	Nann	Trick Daddy Featuring Trina	430432	7d9I42jF759n5HuUeoulzR
20675	What d You Come Here For?	Trina	null	null
20680	Why Don t You Get A Job?	The Offspring	418755	5JzF2iymNwCyFz9MTmojd0
20686	Slam Dunk	Five	302182	78gaMry05VFEXyJmSbP0mM
20689	Who Dat	JT Money Featuring Sole	null	2rbb3lOMI71NIMbJCS1wQQ
20700	Jigga What...	Jay-Z Featuring Big Jaz	null	4pnFRnCOfaETea25g0YSvG
20704	Players Holiday	T.W.D.Y. Featuring Too Short	277493	null
20710	She s A Bitch	Missy "Misdemeanor" Elliott	311506	null
20713	Wild Wild West	Will Smith Featuring Dru Hill	431377	5AMvBCtX2rspUdoeJ9IsPN
20748	Let Me Know	Cam Ron	275868	null
20749	You ll Be In My Heart	Phil Collins	332348	5evKCk0uEArS1LTIQ2Wov9
20754	Jamboree	Naughty By Nature Featuring Zhane	312066	3MPKTMJIxlORqcxw542HHK
20755	Spend My Life With You	Eric Benet Featuring Tamia	301800	58s4iqgXFzXhBndBkg2AaD
20761	Back That Thang Up	Juvenile Featuring Mannie Fresh	1493176	6o2g1BJvtYQssH84kBYs7y
20766	What s My Age Again?	Blink-182	298592	5JZcX7TTLx4l0xFIXJ3DBt
20768	Smile	Vitamin C Featuring Lady Saw	431018	5Xkvi3GZeRGah9e5px61gG
20776	All N My Grill	Missy "Misdemeanor" Elliott Featuring Big Boi	311506	null
20777	Smooth	Santana Featuring Rob Thomas	278142	3i3GeK0qLQybu4ah42YmCY
20780	It s Your Thing	Mercedes Featuring Master P	310551	29cNo1Fw5Ar4XOHqxrD3pl
20788	It s All About You (Not About Me)	Tracie Spencer	430332	22vuK9Gpwap7C2hH2GmYIi
20802	Southern Gul	Erykah Badu Featuring Rahzel	301014	null
20804	Heartbreaker	Mariah Carey Featuring Jay-Z	309388	0jsANwwkkHyyeNyuTFq2XO
20808	Lost In You	Garth Brooks as Chris Gaines	null	null
20810	We Can t Be Friends	Deborah Cox With R.L.	null	5DgfKcbzW0cyEAur0e9N68
20812	She s In Love	Mark Wills	309594	null
20820	I Want It All	Warren G Featuring Mack 10	277837	7GFytG8skEsUMTtNcqCxx7
20824	Satisfy You	Puff Daddy Featuring R. Kelly	355143	00FROhC5g4iJdax5US8jRr
20827	U Know What s Up	Donell Jones	301161	5PMKzsUsTpZZGsCcJBuhP2
20833	B-Please	Snoop Dogg Featuring Xzibit	null	null
20840	Missing You	Brooks	null	null
20846	He Didn t Have To Be	Brad Paisley	297053	1LONTBZZRxDVx4wEvdcCLd
20847	Got Your Money	Ol  Dirty Bastard Featuring Kelis	277100	5fsjS6L83RSJBqRJKL0BTY
20853	Will 2K	Will Smith Featuring K-Ci	431377	59xpdlaIK1l5hiYP1KsBxK
20857	4, 5, 6	Sole Featuring JT Money	279767	3SsO5zbbDfcU95HD0ygg7c
20863	That s The Way It Is	Celine Dion	298857	63bc4JoI436mExBDiMSbos
20867	Step To This	Master P Featuring D.I.G.	null	null
20869	Don t Say You Love Me	M2M	276842	65i1UPsUtPlEVzewEZR6sY
20873	Got To Get It	Sisqo Featuring Make It Hot	279491	null
20874	Hot Boyz	Missy "Misdemeanor" Elliott Featuring NAS, EVE	null	4SQ1GNv9dQuqNbyl1fdr6O
20883	You Can Do It	Ice Cube Featuring Mack 10	276477	6g1PQiyoaop6ktk2TLchtR
20887	N 2 Gether Now	Limp Bizkit Featuring Method Man	307371	null
20889	Tha Block Is Hot	Lil  Wayne Featuring Juvenile	307264	6wCbHb0QEEdka3ymfImn4l
20890	He Can t Love U	Jagged Edge	304031	3VEZvzr84WVnoorZ4tlBSw
20892	Thank God I Found You	Mariah Carey Featuring Joe	309388	54rGVVkrClv1wGWWl0kF5x
20893	Notorious B.I.G.	The Notorious B.I.G. Featuring Puff Daddy	null	1YQ7BbJR8HqAolfprvxGKu
20894	Left	D Angelo Featuring Method Man And Redman	null	null
20903	We Can't Be Friends	Deborah Cox With R.L.	null	5DgfKcbzW0cyEAur0e9N68
20905	Left & Right	D'Angelo Featuring Method Man And Redman	275903	0nElzVRcJKKeC1RueSm60W
20922	G d Up	Snoop Dogg Presents Tha Eastsidaz	null	1zIXpzuCC7FM4kECt2eEzu
20924	Love Is Blind	Eve Featuring Faith Evans	301945	6aLVv2NbwkBGxcaVTlMXXC
20929	Do It Again (Put Ya Hands Up)	Jay-Z Featuring Beanie Sigel	304305	2vGm9No072DxpqunaAmNBp
20930	What s My Name	DMX	300046	null
20935	Forgot About Dre	Dr. Dre Featuring Eminem	301270	7iXF2W9vKmDoGAhlHdpyIa
20936	Untitled (How Does It Feel)	D Angelo	275903	3mz1kmUWrrbJsoAx6rFRc7
20947	I Don t Wanna	Aaliyah	275352	null
20952	Maria Maria	Santana Featuring The Product G	278142	null
20954	Best Friend	Puff Daddy Featuring Mario Winans	null	7Gfzoer3tsu6AVTce0TwSM
20972	That s What I m Looking For	Da Brat	300055	3hVNySmPHrzsrpwxL3j6vT
20982	Private Emotion	Ricky Martin Featuring Meja	365051	null
20983	Buy Me A Rose	Kenny Rogers With Alison Krauss	null	540DSB2Y733gOIk6N8lcWs
20985	She s More	Andy Griggs	279189	null
20991	Ryde Or Die, Chick	The Lox Featuring Timbaland And EVE	null	null
20995	You Owe Me	NAS Featuring Ginuwine	276998	6nH0RTvlPPeZzpdSXTTUUd
21001	If You Don t Wanna Love Me	Tamar	null	null
21003	Where You Are	Jessica Simpson Featuring Nick Lachey	304557	5u5YZpr7Ccrgw2RnYNzwjl
21027	It s So Hard	Big Punisher Featuring Donell Jones	281677	5Fqk9TyFwQAg2fzNnfAEbO
21037	It s Gonna Be Me	N Sync	null	2AW37v0bDyuOzGP3XnmFuA
21047	I ll Be	Reba McEntire	364742	3cJNDQGaYptpN1FO0zCf8C
21052	Shut Up	Trick Daddy Featuring Duece Poppito, Trina, Co	430432	2cgEIwFGTHncLLggkFNz9m
21055	The Next Episode	Dr. Dre Featuring Snoop Dogg	301270	4LwU4Vp6od3Sb08CsP99GC
21060	Whatever	Ideal Featuring Lil  Mo	276491	3tHAB8FI4rfULUHHG1d2Ct
21064	You ll Always Be Loved By Me	Brooks	null	1migZXJuB0tB2pFucCtEm5
21072	Crybaby	Mariah Carey Featuring Snoop Dogg	309388	5DkHYNiEqDnyKHW5r1Esj6
21078	Take That	Torrey Carter Featuring Missy "Misdemeanor" Elliott	null	null
21097	It's So Hard	Big Punisher Featuring Donell Jones	281677	5Fqk9TyFwQAg2fzNnfAEbO
21098	What You Want	DMX Featuring Sisqo	300046	5UiNMzNNDiv2oZlAWVj9el
21102	Faded	SoulDecision Featuring Thrust	279912	1vkrNCD54x9p4ZQdojjNyE
21107	I Will...But	SheDaisy	277384	null
21116	Callin  Me	Lil  Zane Featuring 112	307335	null
21119	Don t Think I m Not	Kandi	276697	487Dyzs7Xbbk4hIWYyYT80
21129	Let s Make Love	Faith Hill With Tim McGraw	null	null
21135	Bounce With Me	Lil Bow Wow Featuring Xscape	307281	3aVGAg0RKYzGuJeLu9bvCw
21156	Bad Boyz	Shyne Featuring Barrington Levy	279241	2MNQMtZbOb7rBWli3TSok0
21160	Between Me And You	Ja Rule Featuring Christina Milian	276599	4wEp2IgdHR6GkBMkHZxT6N
21161	Can t Go For That	Tamia	281477	null
21171	What s Your Fantasy	Ludacris Featuring Shawna	308504	2PfrWOPGSxVyp3lnQaw79G
21176	911	Wyclef Jean Featuring Mary J. Blige	431541	66BV25RPuW7pbLN7SgMJMv
21193	Toca s Miracle	Fragma	302334	6EnIcPCcNdszEsG6f4pKnO
